REGISTRATION,NAME,DISAPPROVALS_BL,DISAPPROVALS_EN,DISAPPROVALS_FM,DISAPPROVALS_OM,NOTE_BL,NOTE_EN,NOTE_FM,NOTE_OM,ENGLISH,H_CLASS_PRES,ONLINE_TASKS,ABSENCES,PROFILE
853557,Zilda Araui,0,0,0,0,6.5,5.6,6.3,5.5,0.0,5,0,5,EXACTS
426382,Rodrigo Xerxes da Silva de Menezes,1,1,1,3,0.0,0.0,0.0,0.0,,5,5,4,DIFFICULTY
572953,Danilo Edivaldo de Braga Gomes Vogaz,0,0,0,0,7.1,7.3,5.7,7.0,0.0,8,7,3,EXACTS
727098,Giovanni Idyia,0,0,0,0,7.0,6.8,6.9,6.0,,9,0,6,HUMAN
290236,Baltazar Sozusho,0,0,0,0,6.6,6.9,7.6,6.3,,9,5,5,HUMAN
430168,Eva Gutierrez de Silveira,0,0,0,0,6.4,5.6,6.4,,0.0,4,3,4,EXACTS
142425,Helena Ana Rawa,0,0,0,0,5.3,6.2,5.2,,1.0,2,3,5,EXACTS
857743,Sandro de Teixeira,0,0,0,0,7.3,7.1,6.6,7.3,0.0,2,6,8,HUMAN
535428,Thiago Victor Ebozmi de Sobral,0,0,0,0,6.7,5.5,5.2,5.7,,3,0,3,EXACTS
858677,Patrícia de Munhoz,0,0,0,0,7.1,6.9,7.2,6.4,,7,5,2,HUMAN
748100,Bento Ybovic,0,0,0,0,6.1,5.2,5.0,4.5,1.0,2,0,4,EXACTS
950674,Milene Rosana Ingrul Banhos Valente,0,0,0,0,5.9,5.7,5.8,,1.0,3,2,4,EXACTS
167254,Everton Roberto de Fraga Fragoso,0,0,0,0,6.4,5.3,4.9,,1.0,0,0,4,EXACTS
824805,Ciro Moreno,0,0,0,0,6.4,6.7,5.3,,1.0,4,5,3,EXACTS
181361,Oséas Espada de Souza Cayman,0,0,0,0,7.4,7.7,8.9,7.5,0.0,13,5,3,EXCELLENT
540142,Tainara Flazane Rangel de Pascoal,0,0,0,0,7.6,7.8,8.2,6.9,1.0,11,7,3,EXCELLENT
311849,Marco Luciano Pikeshi de Salvador,0,0,0,0,7.8,7.4,8.6,7.0,0.0,4,4,1,HUMAN
562498,Sandra Tainá de Oliva Gapa,0,0,1,1,5.3,4.4,0.0,0.0,0.0,4,2,6,DIFFICULTY
185598,Tatiana Jaqueline dos Santos da Silva,0,0,0,0,7.1,7.8,9.0,7.6,0.0,8,0,2,EXCELLENT
347645,Augusto Lucas de Oliveira,0,0,0,0,7.1,7.5,9.2,8.0,0.0,13,5,1,HUMAN
860453,Laís Abigail da Silva Sotore,0,0,0,0,6.8,5.7,6.7,5.7,1.0,5,4,2,HUMAN
499235,Mara Tovrilison,0,0,0,0,7.1,7.2,6.6,6.9,0.0,2,3,3,VERY_GOOD
674076,Zulmira Damares da Silva,0,0,0,0,5.7,5.5,6.2,,0.0,5,1,2,EXACTS
591320,Rose Ipaz,0,0,0,0,7.1,6.5,6.6,,,2,2,3,HUMAN
188997,Zara Liane Bahia da Silva de Lemes,0,0,1,1,6.4,6.3,0.0,0.0,1.0,8,0,6,DIFFICULTY
145289,Daniela Luzimara Dutra,0,0,0,0,6.2,5.3,6.1,5.0,0.0,14,4,1,DIFFICULTY
128795,João Edson Priajiaz,0,0,0,0,6.8,6.5,5.1,6.2,1.0,3,2,3,EXACTS
984419,Itamara Nicole Edymov de Vieira Souto,0,0,0,0,6.3,6.4,5.6,4.7,0.0,4,2,6,DIFFICULTY
767079,Maria Margarete dos Santos,0,0,0,0,6.3,5.7,5.0,5.6,1.0,3,3,3,DIFFICULTY
536814,Henrique Heron de Britto da Paz Negrão,0,0,0,0,6.9,6.7,8.2,5.4,1.0,2,0,4,HUMAN
112183,Jackson César de Bueno,0,0,0,0,5.3,5.5,6.3,5.1,1.0,3,0,6,EXACTS
105629,Davi da Paz Ape Frias,1,1,3,1,0.0,0.0,0.0,0.0,1.0,5,5,3,DIFFICULTY
258830,Giuseppe da Costa,0,0,0,0,4.2,4.5,4.7,4.5,1.0,2,2,7,DIFFICULTY
553622,Diego Gabriel de Gusmão,0,0,0,0,7.1,7.2,7.7,6.6,0.0,10,6,2,HUMAN
815489,Gilson da Silva,0,0,0,0,6.4,4.4,5.2,5.2,,5,4,6,DIFFICULTY
833625,Vanda Valverde de Barbosa Terceiro,0,0,0,0,7.5,7.3,8.1,6.7,,4,5,3,HUMAN
939755,Luiza Xozbuhe,0,0,0,0,6.9,5.4,5.0,5.9,1.0,5,6,2,EXACTS
110951,Maria Elaine Efiae,0,0,0,0,7.6,7.9,9.1,7.1,0.0,5,0,4,EXCELLENT
441080,Cleberson de Magalhães da Silva Terceiro,0,0,0,0,5.1,4.8,4.7,4.6,1.0,2,1,7,EXACTS
248274,Tábata de Abreu Anumson,0,0,0,0,5.2,4.6,5.7,4.7,1.0,4,7,3,DIFFICULTY
582626,Mirela Marciane Wiae de Barbosa,0,0,0,0,7.4,7.6,8.9,8.3,0.0,5,5,3,VERY_GOOD
587751,Matheus Cleberson de Pimentel,0,0,0,0,6.7,6.8,5.6,5.6,1.0,3,4,3,EXACTS
688459,Shirley de Mello Rosa,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,2,6,DIFFICULTY
408848,Armando Ademar Vufu Yoge,0,0,0,0,6.2,6.5,4.9,6.6,1.0,4,2,6,EXACTS
720008,Dionísio Frederico Barroso da Silva Júnior,1,3,1,1,0.0,0.0,0.0,0.0,0.0,4,4,3,DIFFICULTY
155467,Nicole Lena dos Santos de Barboza,0,0,0,0,7.1,7.9,8.4,6.5,1.0,0,4,4,VERY_GOOD
455952,Max Xavier Lopes,0,0,0,0,5.1,5.5,6.0,4.6,,3,0,5,EXACTS
990074,Francielle de Nogueira Pinhão,0,0,0,0,7.7,7.6,7.9,7.3,1.0,5,5,3,VERY_GOOD
624163,José Mercado Fralgolã,0,0,0,0,6.4,7.2,5.5,6.1,1.0,4,2,7,EXACTS
397242,Janaína Flaviana de Assis Ospatitener,3,1,1,3,0.0,0.0,0.0,0.0,1.0,3,3,3,DIFFICULTY
121837,Suzy Vanda Mernemiel de Bueno,0,0,0,0,6.7,5.6,5.6,5.5,1.0,2,2,3,EXACTS
457058,Geraldo Mário dos Santos Neto,0,0,0,0,7.2,7.1,7.5,6.7,0.0,5,5,5,HUMAN
924687,Marcos Emanoel Fortes Gomes Verorn,0,0,0,0,6.9,6.4,5.3,5.9,1.0,2,5,3,EXACTS
220396,Elano José Valverde de Fernandes,0,0,0,0,6.4,6.9,6.6,6.3,0.0,4,2,3,HUMAN
723841,Luke Ifra de Barbosa,0,0,0,0,5.9,5.4,4.9,,1.0,4,4,5,DIFFICULTY
481232,Hércules Hilton Biwa da Cruz,0,0,0,0,5.4,5.9,4.9,5.5,1.0,3,2,3,EXACTS
840029,Eugênio Anakin Klazaler,0,0,0,0,7.0,7.5,6.7,5.7,1.0,5,3,3,HUMAN
103269,Jéssica Suely Leble,0,0,0,0,6.3,5.8,6.0,5.5,1.0,3,2,6,EXACTS
712179,Leo Luke Gomes,0,0,0,0,7.7,8.2,7.6,8.2,0.0,4,2,3,HUMAN
557050,Mariano Kevin Asnoege dos Santos,1,1,1,1,0.0,0.0,0.0,0.0,,9,4,6,DIFFICULTY
697235,Jenny Valéria Juzião de Brandão dos Santos,0,0,0,0,6.7,5.8,8.5,5.0,,5,1,5,HUMAN
238211,Moacyr de Amorim Borba,0,0,0,0,4.6,5.2,5.1,,0.0,2,4,5,EXACTS
481793,Martinho de Arantes Misomtotlo,0,0,3,1,5.6,5.8,0.0,0.0,1.0,3,0,3,DIFFICULTY
873215,Wesley Sese,0,0,0,0,7.2,7.1,7.9,,,2,0,3,HUMAN
445873,Tainara Maria Goko de Leite,0,0,0,0,6.7,7.1,6.9,6.2,1.0,8,4,4,HUMAN
808467,Victor Martin Timloi,0,0,3,1,4.4,6.3,0.0,0.0,1.0,2,2,4,DIFFICULTY
858109,Cibele das Neves de Ortiz,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,1,4,DIFFICULTY
492331,Aparecida Quitéria Gomes Castelo,0,0,0,0,5.6,5.9,4.9,4.6,0.0,3,2,6,EXACTS
663502,Eliane dos Santos Plecinson,0,0,0,0,5.6,6.4,5.4,6.3,1.0,5,3,3,VERY_GOOD
619141,Lígia de Farias do Piauí,3,1,3,3,0.0,0.0,0.0,0.0,0.0,2,5,7,DIFFICULTY
667305,Antônio Alex Branco Milani,0,0,0,0,6.0,6.7,6.0,6.2,0.0,3,3,3,EXACTS
858068,Vanessa Alessandra da Silva Opunpo Mourão,0,0,0,0,7.8,7.5,8.8,7.3,,10,2,1,EXCELLENT
811803,Marco Bento de Paula Igamtoão,0,0,0,0,6.3,4.8,6.3,4.7,1.0,5,0,3,EXACTS
858345,Ney Beto de Figueiredo Júnior,0,0,0,0,6.3,6.1,4.7,5.1,0.0,2,3,5,EXACTS
729504,Beto de Martins,0,0,0,0,6.0,4.6,5.3,4.6,1.0,3,5,8,EXACTS
534654,Arlete Hellen de Souza,0,0,0,0,5.9,6.4,6.1,4.9,1.0,2,2,6,EXACTS
396699,Diana Birnnornvic Aemvic de Noronha,0,0,0,0,6.9,6.7,6.1,6.7,1.0,5,4,1,EXACTS
513330,Wendy de Barbosa,1,1,1,1,0.0,0.0,0.0,0.0,0.0,4,3,3,DIFFICULTY
456150,Janaína Natália de Azevedo da Silva Muma,0,0,0,0,7.9,8.6,9.6,8.0,0.0,5,4,5,EXCELLENT
236102,Chico Jacinto Doalson,0,0,0,0,6.2,6.9,6.6,5.6,1.0,6,2,3,HUMAN
821616,Plínio Eduardo de Martins,0,0,0,0,7.4,6.8,6.1,6.5,1.0,4,4,5,VERY_GOOD
469526,Max Jorge de Araújo Jiwoguse,0,0,0,0,4.9,4.7,5.1,5.4,1.0,6,5,6,DIFFICULTY
615281,Vera da Gama Hachifupa Terceiro,0,0,0,0,6.9,7.5,7.8,6.8,1.0,15,6,5,HUMAN
516300,Edu Alexandre de Braga Rosa,0,0,0,0,7.0,6.8,7.7,6.1,0.0,14,7,2,HUMAN
357212,Jesus Negrão,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,4,6,DIFFICULTY
351714,Fabiana Edilene de Brandão,1,3,1,1,0.0,0.0,0.0,0.0,1.0,10,5,2,DIFFICULTY
877184,Mirian de Iglesias,3,1,1,3,0.0,0.0,0.0,0.0,0.0,2,5,4,DIFFICULTY
674229,Heron Ieão,0,0,0,0,6.1,5.3,4.6,4.7,1.0,5,4,3,DIFFICULTY
535081,Edu Patrick Paim de Britto,0,0,0,0,6.0,5.6,6.4,,1.0,2,0,4,EXACTS
549813,Heitor Severino da Silva de Fraga,0,0,0,0,4.7,5.1,4.8,4.5,1.0,2,1,7,DIFFICULTY
633405,Carla Nunes,0,0,0,0,5.3,6.3,5.2,5.1,1.0,2,2,5,DIFFICULTY
400087,Zeca Ilnevlison de Oliveira dos Reis,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,2,5,DIFFICULTY
965149,Eunice Negrão da Silva de Pereira,0,0,0,0,6.0,6.0,5.5,5.7,1.0,3,2,6,EXACTS
502153,Jaziel Jonathan da Silva Nemiz,0,0,0,0,6.2,6.4,5.0,5.7,1.0,5,5,3,EXACTS
500673,Maurício Mário Yura,0,0,0,0,6.0,6.6,4.8,5.2,1.0,3,0,7,EXACTS
653191,Célia Guiomar de Rezende,1,1,1,1,0.0,0.0,0.0,0.0,0.0,5,1,7,DIFFICULTY
241305,Jack de França,0,0,0,0,6.1,5.6,5.5,5.7,0.0,3,5,4,EXACTS
380213,Hamilton Isac da Silva de Figueiredo,0,0,0,0,6.6,7.5,6.9,,0.0,10,2,6,HUMAN
527442,Zara de Souza Terceiro,0,0,0,0,5.3,5.4,7.2,,0.0,3,5,4,HUMAN
292896,Kiara Nayara de Azevedo,1,1,1,1,0.0,0.0,0.0,0.0,1.0,8,3,5,DIFFICULTY
391596,Kevin de Machado,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,1,7,DIFFICULTY
558894,Alfredo de Gusmão,0,0,0,0,6.9,7.2,5.3,5.7,1.0,2,5,3,EXACTS
608781,Jairo Tidrece,0,0,0,0,6.1,6.8,4.9,5.5,,3,4,6,DIFFICULTY
840275,Ricardo Demilson Martinez,0,0,0,0,6.7,7.0,6.5,7.1,0.0,9,5,6,EXACTS
951297,Adônis Couto,0,0,0,0,6.4,7.4,5.2,6.0,,5,5,3,VERY_GOOD
888655,Jeniffer Jandira do Amaral Lelyrnman,0,0,0,0,6.0,5.4,5.9,,1.0,5,0,4,DIFFICULTY
629911,Gilmara Clarice de Magalhães da Conceição,0,0,0,0,6.6,5.8,5.0,5.8,,4,4,5,EXACTS
898941,Mel Gomes Torres,0,0,0,0,7.3,7.6,7.8,7.1,,19,6,3,VERY_GOOD
114787,Wendy de Teixeira,0,0,0,0,6.6,6.3,6.6,6.0,1.0,4,5,3,HUMAN
931942,Poliana Lubifarn da Silva,0,0,0,0,7.8,7.7,6.4,6.8,1.0,5,0,3,EXACTS
721829,Lili da Silva,1,1,3,1,0.0,0.0,0.0,0.0,1.0,4,4,3,DIFFICULTY
470958,Luzimara Pizebasa de Barros,3,1,1,1,0.0,0.0,0.0,0.0,0.0,22,7,2,DIFFICULTY
804688,Aurélio Cleberson do Rio de Bragança Mocy Júnior,0,0,0,0,7.6,7.2,7.9,7.4,0.0,4,3,4,VERY_GOOD
684689,David Rakiyao Naves,0,0,0,0,7.1,6.4,4.9,6.0,0.0,5,4,4,EXACTS
745623,Camilo Kim de Camargo,0,0,0,0,7.1,7.3,6.9,6.9,,2,2,3,EXCELLENT
723645,Roseli Pires da Silva,3,3,1,1,0.0,0.0,0.0,0.0,1.0,2,1,7,DIFFICULTY
856279,Robert de Espanha Osornsheson dos Santos,0,0,0,0,5.9,6.6,6.5,5.3,,11,4,4,EXACTS
476534,Bianca Rosângela de Medeiros,0,0,0,0,6.4,5.9,5.8,5.0,0.0,8,7,2,EXACTS
331537,Gilmara Ezpason,0,0,1,1,6.4,6.3,0.0,0.0,1.0,13,5,2,EXACTS
883111,Luís Táles da Gama Aleornarn,0,0,0,0,6.8,5.8,5.6,6.0,1.0,13,7,2,EXACTS
851317,Jéssica Xilena Nibradi,0,0,0,0,5.7,5.5,5.4,5.7,0.0,2,2,6,EXACTS
689511,Ali Albano Euje,0,0,0,0,6.8,5.5,6.6,5.9,1.0,15,2,6,HUMAN
131530,Wendy Leila Weber,0,0,0,0,6.5,5.2,5.9,5.9,1.0,2,5,4,EXACTS
709952,Heloísa do Rio,0,0,0,0,6.0,5.4,5.0,,1.0,4,5,1,DIFFICULTY
506405,Celeste Naves de Mello,0,0,0,0,6.5,6.8,5.9,5.6,1.0,12,2,3,EXACTS
733277,Adrielle da Silva,0,0,0,0,7.4,7.1,6.4,7.0,1.0,4,2,5,EXACTS
919490,Denis Anderson de Oliveira,1,3,1,1,0.0,0.0,0.0,,1.0,5,2,6,DIFFICULTY
781573,Beto Seso,0,0,0,0,5.8,6.3,5.9,6.3,1.0,2,0,6,EXACTS
345020,Damares da Silva,0,0,0,0,6.5,5.6,6.1,5.0,1.0,4,4,3,EXACTS
940123,Sílvio Weiss de Novais Barroso,0,0,0,0,6.6,6.7,5.0,6.1,1.0,5,5,3,EXACTS
984805,Érica Marques Ifyege,1,1,1,1,0.0,0.0,0.0,0.0,0.0,16,5,3,DIFFICULTY
751435,Rose Jandira Pires de Vargas da Paraíba,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,2,4,DIFFICULTY
815408,Flávia Jéssica de Gonçalves,0,0,0,0,6.7,5.2,7.0,5.0,0.0,19,7,1,HUMAN
462253,Tainara de Pacheco,0,0,0,0,7.2,6.9,7.2,7.0,0.0,3,0,6,VERY_GOOD
300071,Ângela Wilma da Nóbrega,0,0,0,0,8.0,7.9,6.4,6.2,0.0,19,6,2,VERY_GOOD
354761,Raquel de Pereira da Silva,0,0,0,0,6.5,6.4,5.5,4.6,1.0,2,2,4,DIFFICULTY
408234,Lana de Gimenes,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,2,4,DIFFICULTY
867495,Hildebrando João Aetha,0,0,0,0,7.0,8.0,6.5,,1.0,2,6,4,EXACTS
821697,Lígia Maria Nolevic de Pimentel,0,0,0,0,5.6,5.9,5.3,,1.0,3,3,8,EXACTS
497251,Edu Ege Ribeiro,0,0,0,0,8.1,8.5,10.3,8.3,0.0,25,6,1,EXCELLENT
247744,Eliane Mara de Lacerda,0,0,0,0,5.4,5.7,5.1,,1.0,1,3,3,DIFFICULTY
209624,Jardel Osprocos Epanre de Sobral,0,0,0,0,6.8,7.2,5.7,7.1,1.0,3,2,6,EXACTS
663151,Hilton Pinhão da Silva Reia Júnior,0,0,0,0,6.3,6.3,4.5,5.5,1.0,5,0,3,EXACTS
432953,Elisângela Eulália Estrada Udian Gomes,0,0,0,0,7.5,7.6,7.0,7.1,,15,5,1,HUMAN
824017,Leo Igor Gutierrez de Salvador dos Santos,0,0,0,0,7.1,7.1,8.0,6.5,1.0,4,3,5,HUMAN
365563,Gabrielle Banhos,1,1,3,1,0.0,0.0,0.0,0.0,,5,5,3,DIFFICULTY
668425,Nair Chirechima,0,0,0,0,7.1,6.7,5.6,6.5,1.0,5,0,6,EXACTS
622245,Cleuza de Menezes Kemodegu,0,0,0,0,7.0,6.8,5.5,,1.0,4,4,2,EXACTS
291187,Soraya Izssen,0,0,0,0,6.3,6.5,6.0,6.0,1.0,1,4,5,EXACTS
709419,Silvair Caio Onfião Alem,1,1,1,1,0.0,0.0,0.0,0.0,0.0,8,2,3,DIFFICULTY
125337,Kim Vinícius dos Santos,0,0,0,0,5.6,5.2,5.5,5.6,0.0,8,2,5,DIFFICULTY
745010,Marilúcia Leila da Silva Terceiro,0,0,0,0,7.2,6.6,6.8,5.9,1.0,2,3,4,HUMAN
265651,Elano Joel de Fernandes Ingre Souto Júnior,0,0,0,0,6.4,6.5,5.5,5.0,1.0,1,2,3,EXACTS
395044,Ingrid Milene de Brandão Craiseman,0,0,0,0,6.2,7.5,6.3,5.5,1.0,4,4,6,EXACTS
364294,Walter de Azevedo,0,0,0,0,5.9,4.5,5.7,,,4,5,2,EXACTS
970448,Talita de Souza Josqui,1,1,1,3,0.0,0.0,0.0,0.0,1.0,3,2,6,DIFFICULTY
214079,Olavo de Teixeira,0,0,0,0,6.3,6.3,7.0,4.5,1.0,3,2,3,HUMAN
310213,Luigi Quirino Sanches,1,1,3,1,0.0,0.0,0.0,0.0,1.0,5,4,2,DIFFICULTY
657264,Daniela Luzimara de Bueno,0,0,0,0,7.2,7.4,8.5,,0.0,11,4,4,HUMAN
675444,Samanta Isaiane de Pimentel da Conceição Borba,1,1,1,1,0.0,0.0,0.0,0.0,1.0,10,3,3,DIFFICULTY
187172,Camilo Simão da Silva Ecueov,0,0,1,1,5.9,5.9,0.0,0.0,,3,2,5,DIFFICULTY
937398,Avelino Cauê Elian,1,1,3,1,0.0,0.0,0.0,,1.0,3,2,6,DIFFICULTY
476099,Alessandre Aurélio Trimozson Oshefoe,0,0,0,0,6.5,6.7,6.8,,0.0,4,2,3,HUMAN
255587,Israel Albano Câmara Gomes Júnior,1,1,1,1,0.0,0.0,0.0,,1.0,9,0,3,DIFFICULTY
523475,Genir Castelo,0,0,0,0,4.9,5.3,4.9,5.0,,2,0,3,DIFFICULTY
615227,Bartolomeu Sílvio Urno Júnior,0,0,0,0,5.6,4.3,6.7,4.7,1.0,2,3,3,HUMAN
655167,Pablo Rodrigues,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,5,DIFFICULTY
601902,Tânia de Souza Gutierrez,0,0,0,0,6.4,4.6,7.5,5.6,1.0,8,2,6,DIFFICULTY
683831,Emílio de Álvares,0,0,0,0,5.8,5.7,5.5,4.8,1.0,0,4,3,DIFFICULTY
149938,Osório Jonathan Ekason,0,0,0,0,4.7,6.2,6.3,5.7,0.0,4,4,3,EXACTS
524471,Gabriel do Maranhão Terceiro,0,0,0,0,7.0,6.7,7.4,6.3,1.0,8,5,6,HUMAN
824771,Sérgio Everton de Mello Júnior,1,1,1,3,0.0,0.0,0.0,0.0,0.0,19,6,3,DIFFICULTY
157327,Jason Hahadewo de Oliveira,0,0,0,0,6.9,5.9,6.8,,0.0,3,7,2,HUMAN
206036,Ângelo Augusto Pumuhabe Paim,0,0,0,0,5.5,6.0,5.5,4.7,0.0,5,3,5,DIFFICULTY
648541,Thiago Mizvluman Iningy,1,1,1,1,0.0,0.0,0.0,,1.0,0,4,4,DIFFICULTY
465380,Eugênio Cavalcante Juoman,0,0,0,0,6.5,6.5,4.8,5.8,1.0,4,2,2,EXACTS
276497,Yeda Metezu,0,0,0,0,6.2,6.2,6.6,5.2,1.0,4,5,5,HUMAN
913480,Ali da Rocha Júnior,0,0,0,0,4.3,5.2,6.4,5.1,0.0,3,2,3,EXACTS
341421,Quitéria Regina Tsuzone de Bezerra,1,1,3,1,0.0,0.0,0.0,0.0,1.0,5,0,5,DIFFICULTY
328316,Suzy Monique Murosu,0,0,0,0,5.8,4.6,5.9,5.3,1.0,3,1,6,DIFFICULTY
654578,Álvaro Junior de Figueiredo da Silva,0,0,0,0,6.7,6.2,7.4,6.5,1.0,2,3,5,HUMAN
876272,Anderson de Almeida Chapri,1,1,3,1,0.0,0.0,0.0,,1.0,4,3,3,DIFFICULTY
203105,Alberto Vaznol de Barboza,0,0,0,0,7.7,7.7,7.8,7.1,0.0,17,5,3,VERY_GOOD
848917,Fernanda Eliomar de Abreu,0,0,0,0,6.3,6.0,6.3,5.3,1.0,5,2,6,EXACTS
535234,Raul Décio Kota de Lemes Emason,0,0,0,0,7.0,6.9,6.5,,,2,0,4,EXACTS
973833,Plínio de Magalhães da Encarnação,0,0,0,0,6.9,6.0,5.3,6.6,1.0,5,6,2,EXACTS
448425,Manuela da Costa Arnrrihe,0,0,0,0,4.7,5.2,5.3,5.3,,8,4,5,EXACTS
986317,Matilde Amanda Vraotemã,0,0,0,0,7.2,7.1,6.1,,1.0,5,4,3,EXACTS
889708,Gustavo Wellington de Leão Pybo,1,1,1,1,0.0,0.0,0.0,0.0,0.0,5,0,6,DIFFICULTY
709152,Nicole de Lima Nezonuza,0,0,0,0,6.2,5.7,6.1,,1.0,3,2,3,EXACTS
691402,Quésia da Paraíba,1,1,1,1,0.0,0.0,0.0,0.0,0.0,3,0,4,DIFFICULTY
746234,Otto Marifu Rilceyan Júnior,0,0,0,0,6.4,5.5,5.6,6.5,1.0,2,2,6,EXACTS
427763,Dário Osório Uibeonov Júnior,0,0,0,0,6.4,6.5,4.9,5.2,,2,5,3,EXACTS
768685,Joel Ângelo dos Santos de Peres,0,0,0,0,7.3,7.5,6.1,7.1,1.0,2,0,2,EXACTS
295451,Terezinha da Silva Mosi Mendes,0,0,0,0,6.4,6.2,4.7,5.0,1.0,3,2,5,EXACTS
101940,Leopoldo Eimman Neto,0,0,0,0,6.5,5.8,6.9,4.8,,2,2,4,HUMAN
869553,Karl Rosa,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,1,5,DIFFICULTY
571002,Túlio Itamar Frias Echaorn dos Santos,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,4,6,DIFFICULTY
927913,Verônica Marina Isirnrern de Martins,3,1,1,1,0.0,0.0,0.0,0.0,1.0,1,1,7,DIFFICULTY
274777,Dara de Souza da Silva Fuse,0,0,0,0,6.6,6.5,6.8,6.0,0.0,7,4,4,HUMAN
897207,Marco Marcelo Arnfioão Dismencu Gone,1,1,3,1,0.0,0.0,0.0,,1.0,6,2,4,DIFFICULTY
483801,Benjamin Charles Nikumoka Temiga,1,1,3,1,0.0,0.0,0.0,0.0,1.0,4,2,5,DIFFICULTY
704320,Maria Talita da Silva Geuoe,0,0,0,0,6.7,7.1,7.4,6.9,0.0,4,2,3,HUMAN
346039,Fátima Talita de Souza,0,0,0,0,6.4,6.4,5.8,6.6,1.0,2,4,3,DIFFICULTY
126329,Artur Alessandre de Carvalho,1,1,1,1,0.0,0.0,0.0,,1.0,3,2,3,DIFFICULTY
129624,José de Souza do Amaral,0,0,0,0,6.8,6.9,6.8,5.8,,3,2,3,VERY_GOOD
866882,Rita de Lisboa,0,0,0,0,6.1,6.4,4.9,,1.0,5,2,6,EXACTS
479609,Tomáz Zeca Tabewa Gomes,1,1,1,1,0.0,0.0,0.0,0.0,1.0,9,3,5,DIFFICULTY
610473,Jairo Maurício da Silva,0,0,0,0,7.0,7.0,7.2,,1.0,14,2,6,HUMAN
527886,Gilson Ederson Hemu Tomiese,0,0,0,0,5.3,5.1,5.3,4.8,1.0,4,0,3,EXACTS
808518,Mariano Marciano de Ortiz,0,0,0,0,7.0,7.3,5.5,6.7,1.0,5,4,6,EXACTS
475885,Sandro do Paraná Gutierrez,1,1,1,1,0.0,0.0,0.0,0.0,1.0,2,2,5,DIFFICULTY
508941,João Espada de Matos,0,0,0,0,5.8,5.0,4.9,4.3,,2,2,3,EXACTS
538570,Vitória da Luz,0,0,0,0,6.9,7.1,6.5,6.5,0.0,22,7,2,EXACTS
610629,Tainara Fabíola de Assunção,1,1,1,1,0.0,0.0,0.0,0.0,,7,2,6,DIFFICULTY
117848,Demilson Ney de Gusmão,0,0,0,0,6.9,7.7,7.5,,0.0,2,2,4,HUMAN
411385,Taís Nunes,0,0,0,0,6.1,4.7,6.1,,,3,2,6,DIFFICULTY
492119,Celeste Branco,0,0,1,3,6.7,5.1,0.0,,1.0,3,5,3,DIFFICULTY
606335,Olavo Cavalcante,0,0,0,0,6.3,5.2,4.5,6.1,,8,2,6,EXACTS
799149,Daniela Gomes,0,0,0,0,7.8,7.9,9.3,7.2,1.0,5,0,7,HUMAN
915491,Rafael Portugal de Oliveira,0,0,0,0,5.4,6.1,7.7,5.3,1.0,4,5,4,HUMAN
899209,Solange Tânia da Silva Uesi,0,0,0,0,6.7,6.7,8.0,6.9,0.0,7,4,1,HUMAN
383497,Lili Zulmira de Madureira,1,3,3,1,0.0,0.0,0.0,0.0,1.0,4,2,3,DIFFICULTY
328473,Isabel Ugri,0,0,0,0,7.3,7.7,5.8,6.6,0.0,9,5,3,EXACTS
975911,Alexandre dos Santos,0,0,0,0,5.4,5.2,5.8,6.1,0.0,4,5,3,EXACTS
249669,Rodolfo Phamineiman Júnior,1,1,1,1,0.0,0.0,0.0,0.0,0.0,5,6,3,DIFFICULTY
466970,Viviane de Muniz,0,0,0,0,5.4,5.2,6.4,4.4,1.0,3,1,7,DIFFICULTY
211078,Mateus Jaziel Tadelo,0,0,0,0,5.5,5.8,5.1,4.8,0.0,4,1,7,DIFFICULTY
756356,Evelyn Tânia Fragoso,0,0,0,0,6.5,6.6,5.4,6.7,0.0,2,2,3,EXACTS
515261,Daniela de Barbosa,0,0,0,0,6.1,5.5,4.8,4.8,0.0,1,1,6,DIFFICULTY
793179,Maria Marta Daon,1,1,1,1,0.0,0.0,0.0,0.0,1.0,4,0,4,DIFFICULTY
543866,Simão Umvaman Júnior,0,0,0,0,7.1,7.5,4.9,6.2,1.0,15,6,1,VERY_GOOD
825181,Tiago Paulo de Pereira Glazbeson,0,0,0,0,6.9,7.1,7.6,,1.0,2,5,4,HUMAN
908060,Larissa Raquel Dutra de Holanda,1,1,1,3,0.0,0.0,0.0,0.0,0.0,2,2,6,DIFFICULTY
773920,Otto de Iglesias Nioman,1,1,1,1,0.0,0.0,0.0,0.0,1.0,7,1,7,DIFFICULTY
868875,Cecília da Silva dos Santos Hittiã,0,0,0,0,6.1,5.9,5.5,5.0,1.0,2,2,6,EXACTS
657605,Arilda Bernadete da Silva Rangel,0,0,0,0,7.2,7.4,5.2,5.5,0.0,3,0,3,EXACTS
