REGISTRATION,NAME,DISAPPROVALS_BL,DISAPPROVALS_EN,DISAPPROVALS_FM,DISAPPROVALS_OM,NOTE_BL,NOTE_EN,NOTE_FM,NOTE_OM,ENGLISH,H_CLASS_PRES,ONLINE_TASKS,ABSENCES,PROFILE,PROFILE_N
422842,Magali de Camargo da Graça,0,0,0,0,7.1,6.9,5.2,5.0,,12,0,3,EXACTS,2
630787,Graziele Tina Pimenta,0,0,0,0,5.7,5.1,4.8,,,8,0,7,DIFFICULTY,1
540243,Kiara Evelyn Telu de Vargas Schneider,0,0,0,0,6.8,6.4,5.8,6.4,0.0,7,5,2,EXACTS,2
840522,Yasmin Valverde,0,0,0,0,6.1,4.4,5.4,4.3,0.0,2,4,5,EXACTS,2
385470,Rosa da Silva Gomes,0,0,0,0,6.4,6.3,5.1,5.3,0.0,2,1,6,EXACTS,2
615243,Paulo Aécio Góis de Alcântara,0,0,0,0,5.9,5.8,5.0,5.6,1.0,3,2,6,EXACTS,2
302169,Saulo Xerxes da Silva,0,0,0,0,6.5,6.6,7.0,6.4,,5,3,3,HUMAN,3
309061,Talita Tatiana de Paiva da Silva Ornbe,0,0,0,0,6.0,4.9,5.1,4.7,1.0,2,5,3,EXACTS,2
406531,Gilson da Silva Efizson,1,3,1,3,0.0,0.0,0.0,0.0,1.0,5,2,6,DIFFICULTY,1
874962,Karl Romildo Cyiniesov Ribeiro Pimeinosão,0,0,0,0,6.5,6.1,5.4,,1.0,1,5,4,EXACTS,2
180899,Selma Zufason,0,0,0,0,6.3,6.6,6.9,6.4,1.0,3,5,7,HUMAN,3
870676,Elisângela Patrícia dos Santos Pinhão,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,0,8,DIFFICULTY,1
589702,Regina Usem,0,0,0,0,6.2,6.7,6.0,5.1,1.0,2,1,3,EXACTS,2
950983,Márcio Pepru Gutierrez,0,0,0,0,5.8,4.7,5.2,,0.0,3,4,4,EXACTS,2
364094,Marielle Keyla de Oliva,0,0,0,0,4.9,5.2,5.6,4.7,1.0,2,2,3,DIFFICULTY,1
626775,Isabel de Álvares,0,0,0,0,5.1,5.2,5.6,5.0,0.0,3,5,3,EXACTS,2
632376,Vânia Druo,0,0,0,0,6.5,4.7,5.5,5.7,1.0,2,5,4,EXACTS,2
939514,Marlene Ingrid Preto da Silva,0,0,0,0,6.7,5.9,7.0,5.5,0.0,3,0,6,DIFFICULTY,1
724415,Margarete Teles de Albuquerque,0,0,0,0,5.8,5.0,4.6,,1.0,7,4,4,EXACTS,2
848049,Mirela Buarque,0,0,0,0,7.3,7.8,5.9,7.0,1.0,5,1,7,EXACTS,2
584642,Martinho de Araújo,0,0,0,0,6.8,7.0,5.0,5.2,1.0,2,3,2,EXACTS,2
300723,Jackson Mifi de Malta,0,0,0,0,5.8,5.3,5.0,4.2,,2,3,4,DIFFICULTY,1
645082,Ana Mushibafu,3,1,1,1,0.0,0.0,0.0,0.0,,4,5,2,DIFFICULTY,1
714958,Sheila Dina Portugal,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,2,6,DIFFICULTY,1
481756,Laércio Ogroi de Guimarães da Silva Júnior,0,0,0,0,6.5,6.8,6.3,4.7,,5,2,6,EXACTS,2
261692,Lidiane de Meireles,0,0,1,1,6.4,6.5,0.0,,0.0,3,2,6,DIFFICULTY,1
115854,Maria Marinho,0,0,0,0,6.7,6.4,4.5,5.9,1.0,5,2,2,EXACTS,2
578655,Maísa Rihi,0,0,0,0,6.3,6.5,4.5,5.4,1.0,4,5,3,EXACTS,2
509730,Gabriela Paula Dodol Bosazol,0,0,0,0,6.3,5.6,6.5,5.8,1.0,5,3,5,DIFFICULTY,1
418757,Eleriane Gida,0,0,0,0,6.6,6.3,6.6,5.3,1.0,6,5,3,EXACTS,2
461172,Osvaldo do Amazonas Nunes de Figueira,0,0,0,0,6.6,6.5,6.7,6.5,1.0,5,7,4,HUMAN,3
673951,Yolanda Mirela Barroso Crupludou,1,1,1,1,0.0,0.0,0.0,,0.0,15,2,6,DIFFICULTY,1
607630,Xilena de Pinheiro,0,0,0,0,6.9,7.7,5.8,,0.0,3,0,3,EXACTS,2
434369,Albina Mariana da Silva,1,1,1,1,0.0,0.0,0.0,0.0,,2,5,3,DIFFICULTY,1
663297,Mariana de Salgado,3,1,1,1,0.0,0.0,0.0,0.0,,4,2,6,DIFFICULTY,1
983526,Poliana Denise de Osório,0,0,0,0,7.3,7.4,6.9,6.8,0.0,2,5,3,HUMAN,3
911597,Giovanni da Silva Neto,0,0,0,0,7.3,6.9,7.9,7.2,1.0,2,0,3,HUMAN,3
338945,Dário Moisés da Silva,0,0,0,0,5.2,6.1,5.5,4.9,1.0,2,4,4,DIFFICULTY,1
832656,Abílio Eduardo Teunuze Aiov,0,0,0,0,7.5,6.6,6.4,4.8,0.0,4,5,3,EXACTS,2
307939,Raiane Jeniffer Seixas,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,2,3,DIFFICULTY,1
444144,Toninho Albano do Maranhão,1,1,1,1,0.0,0.0,0.0,,,5,0,3,DIFFICULTY,1
199150,Denise Evelyn Oluereson da Silva,0,0,0,0,7.6,7.6,7.0,7.1,1.0,10,5,3,VERY_GOOD,4
838626,Ana Rosana Loni,0,0,0,0,6.8,6.6,5.0,,0.0,4,3,5,EXACTS,2
418556,Elano Couto Pono,0,0,0,0,7.1,6.5,6.0,6.1,1.0,4,4,3,EXACTS,2
332641,Geraldo da Silva de Lima,0,0,0,0,6.4,6.4,5.7,5.3,0.0,4,5,3,EXACTS,2
544140,Olívia Pinhão,0,0,0,0,5.0,5.5,5.0,5.3,1.0,3,0,3,DIFFICULTY,1
724927,Mariana Penedo Torres,0,0,0,0,6.6,6.4,7.0,,0.0,4,2,3,HUMAN,3
150865,Laércio Okrorner de Simões Coznunien,0,0,0,0,6.2,6.6,5.7,5.6,1.0,3,3,3,EXACTS,2
187217,Mayara Marielle de Ferraz Coutinho,0,0,0,0,6.2,6.9,5.3,6.2,1.0,5,5,4,EXACTS,2
591963,Dilma Eduarda da Graça,0,0,0,0,6.6,6.5,7.1,5.6,0.0,3,5,3,HUMAN,3
989943,Flávia Duque,0,0,0,0,6.4,5.3,5.5,5.3,1.0,4,1,7,EXACTS,2
271663,Leni Tainá da Silva,0,0,0,0,7.5,7.8,7.6,7.7,1.0,9,5,3,EXCELLENT,5
426256,Edinaldo Jonas Ame de Figueira,0,0,0,0,5.1,5.3,5.3,5.5,,2,2,6,DIFFICULTY,1
894420,Eleriane Eunice de Peixoto,0,0,0,0,6.9,7.3,7.8,7.7,0.0,8,0,1,VERY_GOOD,4
726706,Fernanda Hilda Momaizul de Fonseca,0,0,0,0,5.7,4.6,6.5,,1.0,5,5,3,EXACTS,2
335672,Vanda Tesi Mendes,0,0,0,0,5.1,6.0,4.6,4.9,1.0,2,3,3,DIFFICULTY,1
492713,Mara Elisete do Piauí Nuifiov,0,0,0,0,6.3,4.4,6.0,6.0,1.0,3,3,7,EXACTS,2
805391,Estevão Bani Pinto,0,0,0,0,5.0,5.5,5.5,5.1,1.0,2,4,4,DIFFICULTY,1
700081,Humberto Leopoldo Nsari de Sales,0,0,0,0,6.4,7.0,6.2,,0.0,3,5,3,EXACTS,2
233964,Aurélio de Pereira Nomoyson Rugami,0,0,0,0,6.1,5.1,5.4,4.2,,3,5,3,EXACTS,2
758635,Francielle Mônica Alpu,0,0,0,0,5.3,5.3,6.0,5.1,1.0,1,4,3,DIFFICULTY,1
322998,Willian Frederico Melo Neto,0,0,0,0,6.4,6.2,6.1,5.9,1.0,9,2,3,EXACTS,2
320428,Abigail Úrsula de Pereira dos Santos,0,0,0,0,7.3,7.4,7.7,,0.0,23,5,2,HUMAN,3
118864,Nathan Valverde,0,0,0,0,5.7,6.7,6.3,,1.0,4,2,5,EXACTS,2
715061,Elano de Souza Júnior,0,0,0,0,5.6,5.8,6.0,5.4,,3,3,3,EXACTS,2
733888,Raquel da Silva,0,0,0,0,6.9,7.2,5.0,5.9,0.0,5,2,6,EXACTS,2
372720,Samuel de Ramos,1,3,1,1,0.0,0.0,0.0,0.0,,5,2,4,DIFFICULTY,1
258565,Maria de Monteiro dos Santos,0,0,0,0,6.6,6.6,6.8,5.8,0.0,2,4,3,HUMAN,3
459878,Batista Eliel da Gama,0,0,0,0,6.5,5.1,5.9,6.3,1.0,2,4,5,EXACTS,2
755627,Vitor Joaquim de Souza,0,0,0,0,7.5,8.1,6.0,6.1,0.0,6,4,4,VERY_GOOD,4
780079,Vívian Shirley de Munhoz Dansagi,0,0,0,0,4.8,5.1,5.9,,0.0,12,5,4,DIFFICULTY,1
655201,Sílvio Lusil da Silva Endy,1,1,3,1,0.0,0.0,0.0,0.0,0.0,5,2,6,DIFFICULTY,1
369104,Marilúcia de Souza Oanru,0,0,0,0,5.9,4.9,5.1,4.5,,1,1,4,DIFFICULTY,1
613295,Dante de Lima,0,0,0,0,6.9,6.9,5.0,,1.0,5,2,6,EXACTS,2
225778,Alisson Erntlelan,0,0,0,0,6.7,6.1,4.7,5.8,1.0,3,2,3,EXACTS,2
394533,Artur Flezloson Júnior,0,0,0,0,6.9,6.7,6.1,6.2,1.0,5,4,3,EXACTS,2
281356,Rosilda do Vale,0,0,0,0,7.0,6.9,6.3,7.0,,4,4,4,EXACTS,2
745180,Paulo Ecoz Rangel Istruyman,0,0,0,0,5.7,6.3,6.1,,0.0,2,4,3,DIFFICULTY,1
149386,Karl Elias do Amaral,0,0,0,0,6.2,6.9,4.9,5.3,,1,2,6,EXACTS,2
194148,Jacinto Portugal do Prado,1,1,1,3,0.0,0.0,0.0,0.0,1.0,3,0,5,DIFFICULTY,1
792869,Kevin de Melo,0,0,0,0,7.1,7.5,6.5,6.7,1.0,10,2,6,EXACTS,2
171708,Samila Lina Marinho de Azevedo,0,0,0,0,5.7,4.2,5.5,4.6,,3,4,3,DIFFICULTY,1
318310,Anne Maya,0,0,0,0,6.4,5.8,5.8,,1.0,3,5,3,EXACTS,2
640960,Anakin Áureo de Siqueira,0,0,0,0,5.3,6.0,4.6,5.4,,2,2,4,DIFFICULTY,1
719176,Félix Intre,0,0,0,0,5.1,5.8,5.6,5.9,1.0,3,4,4,EXACTS,2
261284,Zenaide Cecília de Fonseca,0,0,1,1,5.8,5.8,0.0,,1.0,1,2,6,DIFFICULTY,1
560247,Cibele de Campos,0,0,0,0,4.6,6.5,5.9,5.4,1.0,3,2,6,EXACTS,2
209706,Samila Lilian Gomes,0,0,0,0,5.6,6.0,5.3,5.1,1.0,3,4,3,EXACTS,2
950608,Álvaro da Silva,0,0,0,0,7.2,7.0,6.1,6.1,0.0,4,2,2,EXACTS,2
250236,Joaquim Epoan,0,0,0,0,6.2,5.1,4.6,4.9,0.0,5,5,4,EXACTS,2
774352,César Teles,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,3,3,DIFFICULTY,1
735204,Zenaide Andréia dos Santos,1,1,1,1,0.0,0.0,0.0,0.0,,2,2,4,DIFFICULTY,1
207037,Wesley de Melo do Espírito Santo,0,0,0,0,6.1,6.2,5.2,4.4,0.0,2,5,4,EXACTS,2
792206,Vitor Cauê da Paz Brasil,1,1,1,1,0.0,0.0,0.0,0.0,1.0,5,4,4,DIFFICULTY,1
758187,Kátia Simone de Bueno dos Santos,0,0,1,1,6.3,5.4,0.0,0.0,0.0,5,1,7,DIFFICULTY,1
921897,Cléber Heitor dos Santos Icurnman,0,0,1,1,6.9,5.7,0.0,0.0,1.0,4,2,6,DIFFICULTY,1
628656,Jacinto Giuseppe Duque da Silva,0,0,0,0,6.3,6.0,5.8,5.9,,2,2,3,VERY_GOOD,4
521522,Ana Negrão Olilhuson de Souza,0,0,0,0,5.6,5.5,4.8,5.3,1.0,2,6,6,EXACTS,2
778910,Nathan Dário Desesazson da Silva Dacovic Terceiro,0,0,0,0,6.0,5.9,5.5,6.0,,2,0,6,EXACTS,2
342054,Denis de Macedo Gomes,0,0,0,0,6.9,6.7,5.4,5.8,0.0,4,4,3,EXACTS,2
956568,Quico Filipe Boseov,0,0,0,0,5.0,4.5,4.7,4.5,1.0,18,5,1,DIFFICULTY,1
521733,Lisa Wareriba,0,0,0,0,5.6,4.9,6.2,5.1,1.0,5,2,5,EXACTS,2
210191,Dionísio Paulo de Britto,0,0,0,0,6.1,4.6,4.8,,1.0,3,2,3,EXACTS,2
796567,Roger de Meireles da Rocha Denda,0,0,0,0,5.6,6.2,5.3,4.6,1.0,2,2,5,DIFFICULTY,1
175070,Edson Romildo Rosatto de Barros,0,0,0,0,6.4,6.1,5.5,5.4,0.0,7,5,3,EXACTS,2
903710,Sara Brenda de Borges,0,0,0,0,7.0,6.9,7.4,,0.0,5,0,3,HUMAN,3
204919,Everaldo Thiago de Azevedo,0,0,0,0,6.5,6.7,7.2,,1.0,13,5,4,HUMAN,3
124484,Angélica Karin Seixas,0,0,0,0,6.6,6.0,4.9,4.5,1.0,2,3,3,EXACTS,2
136866,Bento Abílio Mendes Moreno,0,0,0,0,5.8,4.7,4.6,4.9,1.0,1,0,5,DIFFICULTY,1
442256,Soraya Anbro de Araújo Yuruoka,0,0,0,0,5.3,5.2,6.6,5.8,1.0,5,2,4,HUMAN,3
271186,Rodrigo Hibayo Júnior,0,0,0,0,7.1,7.3,6.5,6.8,1.0,13,5,1,EXACTS,2
190587,Suely Mirela de Souza Meoaman,0,0,0,0,4.4,4.7,5.7,5.3,1.0,4,0,8,DIFFICULTY,1
958453,Eugênio Décio Soo Júnior,0,0,0,0,5.4,5.8,5.1,,1.0,3,0,4,EXACTS,2
785427,Zara Arnshião de Cardozo,0,0,0,0,6.3,5.5,6.3,4.6,,3,5,3,EXACTS,2
164810,Benjamin Marinho Moreno Gomes,0,0,0,0,7.1,6.8,6.3,6.1,0.0,7,5,3,EXACTS,2
134811,Gilmara da Paraíba,0,0,0,0,5.1,5.1,4.7,4.8,1.0,3,2,7,EXACTS,2
527164,Dilma Kátia da Lira,0,0,0,0,6.3,6.2,5.4,,0.0,3,3,5,EXACTS,2
655798,Melissa Caroline Wireson de Pereira,0,0,0,0,7.3,7.2,8.2,7.0,1.0,2,0,8,HUMAN,3
334058,Rafael Samuel de Fraga,0,0,0,0,6.2,6.2,5.8,6.0,,2,2,6,EXACTS,2
711460,Chico Ramon Marinho,0,0,0,0,5.9,4.6,5.7,5.5,1.0,0,3,5,DIFFICULTY,1
446995,Cleuza Luciana Naves,0,0,0,0,6.2,5.2,5.1,5.6,0.0,3,4,3,EXACTS,2
519683,José Izefroe,0,0,0,0,6.3,5.9,6.8,6.0,0.0,5,5,3,HUMAN,3
755501,Áureo Giovanni de Azevedo,0,0,0,0,6.7,6.4,5.8,4.3,1.0,9,2,5,EXACTS,2
248704,Lili da Gama,0,0,0,0,6.5,5.5,6.5,6.0,0.0,3,5,3,EXACTS,2
251035,Maíra da Costa Mercado,0,0,0,0,6.9,7.1,6.3,,0.0,2,3,3,EXACTS,2
193147,Romildo Celso Mameinman de Souza Noflizer,0,0,0,0,6.5,6.1,6.2,4.4,1.0,2,2,6,EXACTS,2
356709,Elisângela Beatriz Malyfy da Silva,0,0,0,0,5.9,6.3,6.0,6.6,1.0,3,5,4,EXACTS,2
797405,Celso Geraldo Emclumi Sanches,1,1,1,1,0.0,0.0,0.0,0.0,,3,2,5,DIFFICULTY,1
605770,Plínio Nathan Paim,0,0,1,3,5.7,5.5,0.0,0.0,1.0,3,2,5,DIFFICULTY,1
672184,Arilda Shiporita,1,1,3,1,0.0,0.0,0.0,0.0,,0,0,3,DIFFICULTY,1
648753,Raí Lúcio Kokremson,0,0,1,1,5.0,4.8,0.0,,1.0,1,2,6,DIFFICULTY,1
707270,Charles Jacinto Ioson de Queiroz,0,0,0,0,6.2,5.3,4.9,,,3,5,5,DIFFICULTY,1
570708,Luigi de Sobral Penylobo,0,0,0,0,5.9,5.1,5.3,,,3,3,3,EXACTS,2
603968,Arnaldo Xerxes Uzekiru Kospra,0,0,0,0,5.3,5.4,6.1,4.6,1.0,2,4,5,EXACTS,2
398652,Anakin Tomáz Pago,3,3,1,1,0.0,0.0,0.0,,1.0,3,5,4,DIFFICULTY,1
613252,Yolanda Manuela de Iglesias,0,0,0,0,5.2,5.1,5.4,4.6,,3,0,6,DIFFICULTY,1
895217,Cláudia Pires,0,0,0,0,7.1,7.5,6.5,6.7,0.0,4,6,3,EXACTS,2
186851,Berenice Cícera Isgezov,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,2,4,DIFFICULTY,1
430394,Brenda Igreja,0,0,0,0,6.0,6.8,6.0,5.3,1.0,3,2,6,EXACTS,2
212717,Yasmin Ivete de Alvarenga,0,0,0,0,7.0,7.1,5.7,6.5,0.0,3,5,4,EXACTS,2
516297,Demilson Buko,0,0,0,0,6.5,6.0,5.6,5.4,1.0,4,1,7,DIFFICULTY,1
214459,Lino Ulkeman de Garcia,0,0,0,0,6.5,5.2,5.5,,,9,4,3,EXACTS,2
733470,Ana Maria Egorndian Pinto,0,0,0,0,5.4,5.7,4.9,4.8,1.0,2,2,6,DIFFICULTY,1
942356,Ademar Moacyr Puoã Weber Júnior,0,0,0,0,7.2,7.1,6.9,6.4,0.0,4,1,3,HUMAN,3
720417,Gislaine Fátima de Amorim,0,0,0,0,6.2,6.3,7.1,4.8,,5,0,6,HUMAN,3
438115,Sônia do Prado Weber,0,0,0,0,7.4,7.4,6.5,6.9,0.0,1,0,8,EXACTS,2
477645,Genir Denise Tyca,0,0,0,0,7.0,7.5,7.2,7.1,1.0,13,5,3,VERY_GOOD,4
645994,Humberto Rivaldo da Silva,0,0,0,0,7.7,8.3,9.0,,0.0,11,7,1,EXCELLENT,5
231690,Rosana Otávia Mineiro Shegoz,0,0,0,0,6.6,6.7,5.6,5.8,1.0,3,3,4,EXACTS,2
993584,Adriano de Noronha,1,1,1,1,0.0,0.0,0.0,0.0,1.0,3,4,4,DIFFICULTY,1
452747,Mayara Ana Efon,0,0,0,0,7.8,8.0,8.8,7.6,0.0,24,7,1,HUMAN,3
693011,Mikaella Jandira Soriyupe,0,0,0,0,6.9,6.6,8.3,5.5,1.0,11,5,3,HUMAN,3
791103,Bento de Assunção Schmidt dos Santos,0,0,0,0,6.1,6.2,6.2,4.8,0.0,2,0,4,EXACTS,2
738786,Janete Paulínia Brasil,0,0,0,0,7.2,6.9,6.9,6.3,,2,3,5,HUMAN,3
184049,Luzimara Lilian Penedo de Gusmão,0,0,0,0,5.9,5.5,6.3,6.7,0.0,3,5,3,EXACTS,2
125827,Isabel de Lima da Silva,0,0,0,0,4.4,4.5,5.0,5.5,1.0,3,5,5,DIFFICULTY,1
647108,Terezinha Weber de Medeiros,0,0,0,0,7.2,7.2,7.2,,0.0,15,5,4,HUMAN,3
606881,Otávio Duque de Queiroz,0,0,0,0,6.3,6.8,6.1,6.0,0.0,8,5,3,EXACTS,2
199792,Itamara Fabiana de Espanha Runa,0,0,0,0,6.2,6.2,5.6,5.8,1.0,5,1,7,EXACTS,2
203008,Celina de Campos,0,0,0,0,6.3,5.3,6.1,4.7,1.0,4,1,3,DIFFICULTY,1
586107,Maísa Wanda do Prado,0,0,0,0,6.0,5.8,5.8,5.8,1.0,6,5,3,EXACTS,2
527579,Camilo Jean de Leão Nunes Neto,0,0,0,0,5.9,6.4,5.4,6.9,1.0,3,2,4,EXACTS,2
141787,Lili Nair da Silva,0,0,0,0,7.2,6.9,4.8,5.8,0.0,5,5,3,EXACTS,2
885013,Cármen Danielle Klein,0,0,0,0,6.8,6.5,5.7,,,3,5,3,EXACTS,2
595638,Davi Maciel dos Santos,0,0,0,0,6.9,7.4,6.8,5.5,0.0,12,3,5,HUMAN,3
866261,Sebastião Micael Dozu,0,0,0,0,7.3,6.8,7.6,,,3,2,5,HUMAN,3
859093,Heloísa Bianca de Souza,0,0,0,0,5.0,4.9,5.3,5.4,0.0,3,3,3,DIFFICULTY,1
995241,Alana de Souza,1,1,1,1,0.0,0.0,0.0,,1.0,5,5,6,DIFFICULTY,1
116499,Romildo Hélio Giplo de Carvalho,0,0,0,0,7.0,7.4,8.6,7.5,1.0,3,3,3,HUMAN,3
891720,Melanie Wowote,0,0,0,0,6.5,5.2,5.8,4.8,1.0,3,4,2,EXACTS,2
278697,Artur Otaviano Góis,0,0,0,0,5.6,6.6,5.4,6.4,0.0,3,0,3,EXACTS,2
956794,Cármen Maernshogi,0,0,0,0,6.3,5.7,5.6,5.3,1.0,2,5,6,EXACTS,2
657525,Joyce de Matos,0,0,0,0,5.7,5.4,7.2,4.8,1.0,3,2,3,HUMAN,3
368297,Luciana Paula de Padilha,0,0,0,0,6.8,7.2,8.4,7.5,0.0,6,2,4,HUMAN,3
623212,Marcielle Otávia de Souza Rapeya,0,0,0,0,6.6,4.9,5.3,5.2,,3,4,4,EXACTS,2
751223,Carla Rosimeire Nemmeman,0,0,0,0,7.3,7.1,4.8,6.2,0.0,15,5,1,EXACTS,2
983431,Michele de Oliveira,0,0,0,0,7.4,7.6,7.2,6.6,1.0,0,4,3,VERY_GOOD,4
567479,Guilherme Nukupe,0,0,0,0,7.0,7.1,7.6,7.1,1.0,2,0,5,HUMAN,3
938243,Kim de Pereira,0,0,0,0,7.0,5.8,7.0,5.8,0.0,3,4,4,HUMAN,3
361841,Jairo Barnabé de Melo Lopes Júnior,0,0,0,0,5.3,5.2,5.6,4.7,,2,0,4,DIFFICULTY,1
487599,Solange Janaína Michi,0,0,0,0,6.1,5.9,5.1,4.7,,4,5,3,EXACTS,2
848709,Gabriel Cirilo Sisean Goi Fortes,0,0,0,0,7.0,6.9,6.1,6.8,1.0,3,0,2,EXACTS,2
722157,Sílvio Ezequiel de Arantes da Silva Mendes,0,0,0,0,7.8,8.9,8.2,,0.0,12,5,2,EXCELLENT,5
598063,Gilson Fabrício da Silva dos Reis,1,1,1,3,0.0,0.0,0.0,0.0,1.0,6,3,3,DIFFICULTY,1
983125,Áureo Ernsisian de Muniz,0,0,0,0,7.5,8.0,7.4,7.1,0.0,4,5,3,HUMAN,3
621902,Marina Eduarda de Cardozo Haniean,1,3,1,1,0.0,0.0,0.0,,1.0,4,4,3,DIFFICULTY,1
677429,Otaviano Roberto de Lins,1,3,1,1,0.0,0.0,0.0,,0.0,2,2,3,DIFFICULTY,1
381424,Clarice Elisângela Anesofu de Trindade,0,0,0,0,6.2,6.7,6.9,5.4,1.0,5,2,7,HUMAN,3
601474,Demilson Nebepota Uthuman,0,0,0,0,6.6,6.4,7.0,5.7,1.0,2,0,5,HUMAN,3
690852,Rute Toirn,1,1,1,1,0.0,0.0,0.0,0.0,1.0,1,0,6,DIFFICULTY,1
824267,Altino Frederico dos Santos,0,0,0,0,5.6,5.5,5.6,5.1,1.0,2,3,4,EXACTS,2
827866,Heron Gomes,0,0,0,0,4.7,4.6,6.6,4.8,0.0,3,0,4,DIFFICULTY,1
388948,Shirley Carolina de Magalhães Imis,0,0,0,0,7.2,7.0,6.8,6.8,,12,5,2,VERY_GOOD,4
526731,Heron Táles da Silva de Torquato,0,0,0,0,6.4,6.5,5.4,6.1,0.0,3,0,6,DIFFICULTY,1
597853,Shirley de Lima Herrera,0,0,0,0,6.4,7.3,6.7,5.8,,6,4,3,HUMAN,3
716424,Luzimara Keyla de Fernandes,0,0,0,0,6.5,6.5,6.3,6.2,1.0,7,5,4,EXACTS,2
554497,Érica Genir Coutinho,0,0,0,0,7.7,6.4,8.7,6.5,,14,4,2,HUMAN,3
741441,Meire Yau,3,1,1,1,0.0,0.0,0.0,0.0,1.0,3,5,3,DIFFICULTY,1
136025,Cármen Maria da Silva,0,0,0,0,5.8,5.0,6.4,5.8,1.0,3,2,6,EXACTS,2
889858,Gislaine Verônica de Andrade,0,0,0,0,7.3,7.0,5.9,6.2,0.0,3,3,3,EXACTS,2
185275,Jussara Genir de Peres,0,0,0,0,5.3,5.7,4.9,4.8,,5,2,6,DIFFICULTY,1
417163,Patrick Oison Torres Prates,0,0,0,0,5.7,5.5,5.6,5.5,0.0,3,4,3,EXACTS,2
567150,Damião Carlos de Azevedo,0,0,0,0,6.4,6.8,5.6,,1.0,4,5,3,EXACTS,2
327293,Edilene Zatsunogu da Silva,3,1,1,1,0.0,0.0,0.0,0.0,,2,2,3,DIFFICULTY,1
633254,Oliver Linuzabo Júnior,0,0,0,0,4.9,4.4,4.9,5.0,,3,4,5,EXACTS,2
752382,Arilda Ivanete Dlira,3,3,1,1,0.0,0.0,0.0,0.0,1.0,3,2,5,DIFFICULTY,1
204472,Taís Migiu,0,0,0,0,7.0,7.2,6.8,7.2,0.0,7,5,3,HUMAN,3
504544,Thaíssa de Tozetto,0,0,0,0,6.4,4.9,7.5,6.7,1.0,2,4,4,HUMAN,3
698459,Tainara Verônica de Borges Rosa,0,0,0,0,6.6,7.2,6.7,6.6,,7,0,3,HUMAN,3
941519,Cícera Kedo de Ortiz,0,0,0,0,5.7,6.1,6.3,6.0,,2,3,3,EXACTS,2
878801,Davi Hildebrando dos Santos,0,0,0,0,7.0,7.0,6.5,5.4,0.0,6,4,3,EXACTS,2
413892,Carolina Ioman,0,0,0,0,6.2,6.9,5.3,6.3,1.0,9,5,1,EXACTS,2
668848,Marina de Uchôa Mendes,0,0,1,1,7.0,7.3,0.0,0.0,1.0,3,0,4,EXACTS,2
159480,Hilton de Moura da Luz,0,0,0,0,6.4,6.1,5.6,,1.0,3,2,6,EXACTS,2
383654,Bernadete Berenice Werner Akluz,0,0,0,0,7.6,7.6,7.5,7.2,0.0,17,5,3,HUMAN,3
125003,Patrícia Dina da Silva dos Santos de Vieira,0,0,0,0,6.1,4.0,7.2,4.3,0.0,1,2,4,DIFFICULTY,1
590884,Mikaella Penedo,1,1,1,1,0.0,0.0,0.0,0.0,0.0,8,2,4,DIFFICULTY,1
212549,Lidiane da Paz,0,0,0,0,6.0,5.1,4.5,5.7,1.0,2,0,5,DIFFICULTY,1
364479,Lívia Crigornson,1,3,3,1,0.0,0.0,0.0,0.0,1.0,5,5,3,DIFFICULTY,1
838192,Álvaro dos Santos Prifinson,0,0,0,0,6.7,5.4,5.4,5.9,,2,2,8,EXACTS,2
961417,Chico de Britto,0,0,0,0,6.3,5.3,5.3,5.4,1.0,3,2,3,EXACTS,2
995445,Sérgio Laerte de Gusmões da Silva Zoka,1,1,3,1,0.0,0.0,0.0,0.0,1.0,2,1,7,DIFFICULTY,1
982198,Vinícius Fabrício de Lisboa Ilotli Hilenen,0,0,0,0,6.8,6.5,7.1,6.3,0.0,7,6,3,VERY_GOOD,4
961766,Sâmia Melissa de Tavares,0,0,0,0,6.7,6.9,6.8,,0.0,4,5,3,HUMAN,3
374244,Celina dos Santos,0,0,0,0,6.3,6.8,5.7,4.7,,3,3,3,EXACTS,2
866754,Túlio Roberto de Matos Idean,0,0,0,0,7.6,6.8,6.4,5.7,0.0,4,5,3,EXACTS,2
798089,Emílio Adílson de Jesus Bopyzei,0,0,0,0,5.9,6.0,4.6,,1.0,5,4,2,EXACTS,2
375188,Avelino de Sá da Paraíba Tanowo,0,0,0,0,6.4,6.9,8.0,5.9,0.0,3,1,6,HUMAN,3
740818,Maísa Roseli de Oliveira,0,0,0,0,6.6,7.4,7.2,7.0,0.0,5,5,3,HUMAN,3
543596,Barnabé Coutinho de Peres Sabuna,0,0,0,0,5.8,5.1,5.2,4.8,,12,6,2,EXACTS,2
645086,Vívian Ribeiro,0,0,0,0,7.1,6.2,6.9,6.4,0.0,4,3,7,HUMAN,3
936084,Patrick Marciano de Barbosa Buyuli,0,0,0,0,6.6,7.1,6.3,,0.0,2,5,5,EXACTS,2
795378,Fabíola Gobete,0,0,0,0,7.5,8.0,9.2,7.2,0.0,25,7,2,EXCELLENT,5
325688,Marco Ydal Neto,1,1,3,3,0.0,0.0,0.0,0.0,1.0,17,7,3,DIFFICULTY,1
